name,state,revenue,federal_revenue,state_revenue,local_revenue,expenses
MALONE CENTRAL SCHOOL DISTRICT,New York,48138,3060,33461,11617,44749
MALVERNE UNION FREE SCHOOL DISTRICT,New York,53189,1224,15702,36263,52003
MAMARONECK UNION FREE SCHOOL DISTRICT,New York,128595,1906,15307,111382,123205
MANHASSET UNION FREE SCHOOL DISTRICT,New York,89423,952,7839,80632,85809
FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,New York,77710,1263,24699,51748,78225
MARATHON CENTRAL SCHOOL DISTRICT,New York,15812,613,11731,3468,14953
MARCELLUS CENTRAL SCHOOL DISTRICT,New York,30799,793,14418,15588,29296
MARGARETVILLE CENTRAL SCHOOL DISTRICT,New York,10674,548,3264,6862,9614
MARION CENTRAL SCHOOL DISTRICT,New York,18390,609,11991,5790,17651
MARLBORO CENTRAL SCHOOL DISTRICT,New York,50311,722,18667,30922,46314
CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT,New York,40090,1780,19337,18973,42311
MASSAPEQUA UNION FREE SCHOOL DISTRICT,New York,188715,2418,48347,137950,179269
MASSENA CENTRAL SCHOOL DISTRICT,New York,47319,3010,31792,12517,46001
WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,New York,213935,6519,125784,81632,197729
MAYFIELD CENTRAL SCHOOL DISTRICT,New York,17053,765,9892,6396,15712
MCGRAW CENTRAL SCHOOL DISTRICT,New York,12477,545,8964,2968,10653
MECHANICVILLE CITY SCHOOL DISTRICT,New York,21913,935,10579,10399,20822
MEDINA CENTRAL SCHOOL DISTRICT,New York,34474,1729,25115,7630,30959
MENANDS UNION FREE SCHOOL DISTRICT,New York,7416,205,1156,6055,7344
BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,New York,133856,1786,34840,97230,134750
MERRICK UNION FREE SCHOOL DISTRICT,New York,45585,528,10038,35019,43143
MEXICO CENTRAL SCHOOL DISTRICT,New York,53689,2073,28165,23451,61082
MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,New York,216999,5195,97392,114412,210699
LONGWOOD CENTRAL SCHOOL DISTRICT,New York,214154,6073,100002,108079,209799
MIDDLEBURGH CENTRAL SCHOOL DISTRICT,New York,20955,925,11745,8285,20273
MIDDLETOWN CITY SCHOOL DISTRICT,New York,157201,10439,80592,66170,153194
MILFORD CENTRAL SCHOOL DISTRICT,New York,10533,471,6199,3863,9983
MILLBROOK CENTRAL SCHOOL DISTRICT,New York,29753,464,6974,22315,32463
MILLER PLACE UNION FREE SCHOOL DISTRICT,New York,64129,1021,24005,39103,62123
MINEOLA UNION FREE SCHOOL DISTRICT,New York,89054,1721,13447,73886,84268
MINERVA CENTRAL SCHOOL DISTRICT,New York,4745,94,1366,3285,4886
MINISINK VALLEY CENTRAL SCHOOL DISTRICT,New York,86271,1871,44334,40066,81678
MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,New York,165154,4249,59178,101727,159082
VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),New York,92495,2433,38191,51871,90210
MONTAUK UNION FREE SCHOOL DISTRICT,New York,17948,118,1124,16706,16894
MONTICELLO CENTRAL SCHOOL DISTRICT,New York,84208,4979,32589,46640,77418
MORAVIA CENTRAL SCHOOL DISTRICT,New York,19931,838,11754,7339,18345
MORIAH CENTRAL SCHOOL DISTRICT,New York,16249,1013,11796,3440,14757
MORRIS CENTRAL SCHOOL DISTRICT,New York,9811,521,6536,2754,10004
MORRISTOWN CENTRAL SCHOOL DISTRICT,New York,8957,429,5349,3179,8610
MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,New York,15860,701,11246,3913,14421
BEDFORD CENTRAL SCHOOL DISTRICT,New York,126107,2109,12759,111239,126408
MOUNT MORRIS CENTRAL SCHOOL DISTRICT,New York,13348,630,9230,3488,11578
MOUNT SINAI UNION FREE SCHOOL DISTRICT,New York,55070,693,20138,34239,52772
MOUNT VERNON SCHOOL DISTRICT,New York,230819,11824,96614,122381,229197
MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,New York,54568,621,10578,43369,51091
MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT,New York,6315,231,59,6025,7092
NANUET UNION FREE SCHOOL DISTRICT,New York,66838,728,9792,56318,65218
NAPLES CENTRAL SCHOOL DISTRICT,New York,17815,668,7469,9678,26073
CLARKSTOWN CENTRAL SCHOOL DISTRICT,New York,190518,2564,44591,143363,188366
NEW HARTFORD CENTRAL SCHOOL DISTRICT,New York,47792,1012,17187,29593,45129
NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,New York,36209,696,8399,27114,33658
NEW LEBANON CENTRAL SCHOOL DISTRICT,New York,12718,323,3842,8553,12548
NEW PALTZ CENTRAL SCHOOL DISTRICT,New York,52955,1048,15752,36155,52080
NEW ROCHELLE CITY SCHOOL DISTRICT,New York,249428,8370,55740,185318,241216
NEW SUFFOLK COMMON SCHOOL DISTRICT,New York,982,0,30,952,989
NEW YORK CITY PUBLIC SCHOOLS,New York,24215438,1814405,9352527,13048506,26009861
NEW YORK MILLS UNION FREE SCHOOL DISTRICT,New York,11832,402,4770,6660,11315
NEWARK CENTRAL SCHOOL DISTRICT,New York,45786,2279,32210,11297,48040
NEWARK VALLEY CENTRAL SCHOOL DISTRICT,New York,23773,1007,15826,6940,22843
NEWBURGH CITY SCHOOL DISTRICT,New York,262862,13420,145695,103747,255347
NEWCOMB CENTRAL SCHOOL DISTRICT,New York,5010,63,693,4254,4392
NEWFANE CENTRAL SCHOOL DISTRICT,New York,33098,1441,21351,10306,30283
NEWFIELD CENTRAL SCHOOL DISTRICT,New York,17828,915,11814,5099,16125
NIAGARA FALLS CITY SCHOOL DISTRICT,New York,141143,9763,99955,31425,172519
NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT,New York,67551,2921,35957,28673,61996
NISKAYUNA CENTRAL SCHOOL DISTRICT,New York,76921,1325,24028,51568,68252
NORTH BABYLON UNION FREE SCHOOL DISTRICT,New York,107518,2945,52195,52378,104422
NORTH BELLMORE UNION FREE SCHOOL DISTRICT,New York,50456,921,18953,30582,50204
NORTH COLLINS CENTRAL SCHOOL DISTRICT,New York,13753,457,8163,5133,12872
NORTH COLONIE CSD,New York,99448,2561,23462,73425,97754
NORTH MERRICK UNION FREE SCHOOL DISTRICT,New York,28082,507,9549,18026,28553
NORTH SALEM CENTRAL SCHOOL DISTRICT,New York,40725,383,5387,34955,38943
NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,New York,155279,5832,74268,75179,148059
NORTH TONAWANDA CITY SCHOOL DISTRICT,New York,66049,3916,40337,21796,63799
NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,New York,26509,1178,15943,9388,26091
NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,New York,22168,889,15926,5353,20787
NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,New York,153930,2001,22072,129857,154840
NORTHVILLE CENTRAL SCHOOL DISTRICT,New York,10218,560,3808,5850,9286
NORWICH CITY SCHOOL DISTRICT,New York,39127,2116,27432,9579,39280
NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,New York,21527,1347,15423,4757,20134
DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),New York,18809,558,14327,3924,19616
NYACK UNION FREE SCHOOL DISTRICT,New York,77848,1802,16781,59265,73350
OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,New York,17703,607,12222,4874,17487
FIRE ISLAND UNION FREE SCHOOL DISTRICT,New York,5368,6,329,5033,5074
OCEANSIDE UNION FREE SCHOOL DISTRICT,New York,140804,2211,31946,106647,142914
ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,New York,15993,707,10971,4315,13972
OGDENSBURG CITY SCHOOL DISTRICT,New York,38683,2001,27057,9625,55123
OLEAN CITY SCHOOL DISTRICT,New York,40247,2652,25487,12108,38068
ONEONTA CITY SCHOOL DISTRICT,New York,36270,1393,15700,19177,34589
ONONDAGA CENTRAL SCHOOL DISTRICT,New York,18291,391,10614,7286,18329
ONTEORA CENTRAL SCHOOL DISTRICT,New York,50047,1142,9710,39195,48754
ORCHARD PARK CENTRAL SCHOOL DISTRICT,New York,87684,1910,27866,57908,86192
OYSTERPONDS UNION FREE SCHOOL DISTRICT,New York,5383,62,515,4806,5062
ORISKANY CENTRAL SCHOOL DISTRICT,New York,13722,486,8055,5181,12166
OSSINING UNION FREE SCHOOL DISTRICT,New York,115039,3633,30655,80751,125338
OSWEGO CITY SCHOOL DISTRICT,New York,79915,3426,25011,51478,88123
GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT,New York,10753,618,6510,3625,19398
SOUTH SENECA CENTRAL SCHOOL DISTRICT,New York,22669,907,14341,7421,19009
OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,New York,52731,11994,21791,18946,53570
VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT,New York,6611,845,3882,1884,5938
OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,New York,19178,853,14091,4234,25806
OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,New York,53982,757,4764,48461,50893
PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,New York,36981,1691,18633,16657,35644
PANAMA CENTRAL SCHOOL DISTRICT,New York,12335,487,8817,3031,12415
PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,New York,9953,398,6370,3185,9721
PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,New York,174259,6158,77338,90763,166467
PAVILION CENTRAL SCHOOL DISTRICT,New York,16637,563,11237,4837,14898
PAWLING CENTRAL SCHOOL DISTRICT,New York,36618,595,8367,27656,33432
PEARL RIVER UNION FREE SCHOOL DISTRICT,New York,63487,761,15036,47690,59837
PEEKSKILL CITY SCHOOL DISTRICT,New York,79964,2833,41937,35194,81719
PELHAM UNION FREE SCHOOL DISTRICT,New York,66940,812,10856,55272,66078
PENFIELD CENTRAL SCHOOL DISTRICT,New York,90595,2217,31662,56716,83525
PENN YAN CENTRAL SCHOOL DISTRICT,New York,34191,2016,15798,16377,30485
PERRY CENTRAL SCHOOL DISTRICT,New York,17072,702,10834,5536,17159
PERU CENTRAL SCHOOL DISTRICT,New York,40168,1732,23839,14597,36674
PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,New York,33621,1245,20796,11580,31566
PHOENIX CENTRAL SCHOOL DISTRICT,New York,43076,1540,27565,13971,40072
PINE BUSH CENTRAL SCHOOL DISTRICT,New York,105475,3703,52167,49605,107254
PINE PLAINS CENTRAL SCHOOL DISTRICT,New York,28423,667,7485,20271,26997
PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),New York,14838,919,11006,2913,18320
PISECO COMMON SCHOOL DISTRICT,New York,1037,0,12,1025,888
PITTSFORD CENTRAL SCHOOL DISTRICT,New York,120858,1572,26444,92842,117999
PLAINEDGE UNION FREE SCHOOL DISTRICT,New York,84156,1042,29089,54025,78696
PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,New York,140805,1538,29373,109894,133246
PLATTSBURGH CITY SCHOOL DISTRICT,New York,40579,2628,18654,19297,39711
PLEASANTVILLE UNION FREE SCHOOL DISTRICT,New York,46279,567,10519,35193,45994
POCANTICO HILLS CENTRAL SCHOOL DISTRICT,New York,28425,336,3854,24235,25138
POLAND CENTRAL SCHOOL DISTRICT,New York,13119,662,6242,6215,13503
PORT BYRON CENTRAL SCHOOL DISTRICT,New York,19896,840,13956,5100,17361
PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT,New York,88151,3971,25573,58607,82722
PORT JEFFERSON UNION FREE SCHOOL DISTRICT,New York,40324,586,4428,35310,36759
PORT JERVIS CITY SCHOOL DISTRICT,New York,64710,2415,36314,25981,61267
PORT WASHINGTON UNION FREE SCHOOL DISTRICT,New York,143635,2197,15093,126345,143787
PORTVILLE CENTRAL SCHOOL DISTRICT,New York,16345,834,11210,4301,15654
POTSDAM CENTRAL SCHOOL DISTRICT,New York,28542,1150,16265,11127,27249
POUGHKEEPSIE CITY SCHOOL DISTRICT,New York,98639,11747,60261,26631,96733
PRATTSBURGH CENTRAL SCHOOL DISTRICT,New York,9481,586,6411,2484,8845
PULASKI CENTRAL SCHOOL DISTRICT,New York,22441,1016,15187,6238,22359
PUTNAM CENTRAL SCHOOL DISTRICT,New York,2102,47,361,1694,1912
PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,New York,47893,663,14927,32303,45161
QUEENSBURY UNION FREE SCHOOL DISTRICT,New York,54537,2217,24176,28144,52066
QUOGUE UNION FREE SCHOOL DISTRICT,New York,7667,24,353,7290,7403
RANDOLPH CENTRAL SCHOOL DISTRICT,New York,18680,1125,12994,4561,17268
RAQUETTE LAKE UNION FREE SCHOOL DISTRICT,New York,144,0,1,143,171
RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,New York,43240,1622,18108,23510,41126
RED CREEK CENTRAL SCHOOL DISTRICT,New York,19462,948,14006,4508,18421
RED HOOK CENTRAL SCHOOL DISTRICT,New York,48370,974,18423,28973,46495
MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),New York,15915,366,9200,6349,14915
REMSEN CENTRAL SCHOOL DISTRICT,New York,10934,322,6404,4208,10010
REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,New York,12148,69,727,11352,12119
RENSSELAER CITY SCHOOL DISTRICT,New York,20386,1257,11251,7878,19685
RHINEBECK CENTRAL SCHOOL DISTRICT,New York,29902,641,5122,24139,29313
RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,New York,11302,625,7234,3443,11303
BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,New York,40902,323,5081,35498,39536
RIPLEY CENTRAL SCHOOL DISTRICT,New York,8676,251,6759,1666,8004
RIVERHEAD CENTRAL SCHOOL DISTRICT,New York,123791,3700,31886,88205,135873
ROCHESTER CITY SCHOOL DISTRICT,New York,756572,95565,542842,118165,863924
ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,New York,102855,2035,16370,84450,106303
ROCKY POINT UNION FREE SCHOOL DISTRICT,New York,75090,1749,31687,41654,76136
ROME CITY SCHOOL DISTRICT,New York,107757,5577,72412,29768,107682
ROMULUS CENTRAL SCHOOL DISTRICT,New York,11972,661,5871,5440,14310
RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,New York,58615,1751,24194,32670,54624
ROOSEVELT UNION FREE SCHOOL DISTRICT,New York,97839,5595,68135,24109,90239
ROSCOE CENTRAL SCHOOL DISTRICT,New York,8406,315,3447,4644,11121
ROSLYN UNION FREE SCHOOL DISTRICT,New York,105382,1192,10712,93478,97502
ROXBURY CENTRAL SCHOOL DISTRICT,New York,11342,346,4911,6085,10632
ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,New York,21708,861,13115,7732,20330
RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,New York,119567,3921,41013,74633,118786
RYE CITY SCHOOL DISTRICT,New York,77916,807,6142,70967,82161
RYE NECK UNION FREE SCHOOL DISTRICT,New York,38192,527,4537,33128,41693
FLORIDA UNION FREE SCHOOL DISTRICT,New York,19833,342,6765,12726,19191
SACHEM CENTRAL SCHOOL DISTRICT,New York,289980,6630,130883,152467,278808
SAG HARBOR UNION FREE SCHOOL DISTRICT,New York,36151,298,2271,33582,33069
SAGAPONACK COMMON SCHOOL DISTRICT,New York,1676,3,11,1662,1759
SALAMANCA CITY SCHOOL DISTRICT,New York,34584,2389,21831,10364,25016
SALEM CENTRAL SCHOOL DISTRICT,New York,11558,494,6344,4720,10660
SALMON RIVER CENTRAL SCHOOL DISTRICT,New York,39195,2730,34027,2438,36624
SANDY CREEK CENTRAL SCHOOL DISTRICT,New York,22589,895,15813,5881,20812
SARANAC LAKE CENTRAL SCHOOL DISTRICT,New York,28143,829,8292,19022,27075
SARATOGA SPRINGS CITY SCHOOL DISTRICT,New York,112047,3819,35662,72566,106457
SAUGERTIES CENTRAL SCHOOL DISTRICT,New York,59035,1888,23234,33913,55804
SAYVILLE UNION FREE SCHOOL DISTRICT,New York,86027,1142,30480,54405,84093
SCARSDALE UNION FREE SCHOOL DISTRICT,New York,141392,917,10400,130075,139582
SCHALMONT CENTRAL SCHOOL DISTRICT,New York,43812,1011,15200,27601,41148
SCHENECTADY CITY SCHOOL DISTRICT,New York,185111,19975,110434,54702,181188
SCHODACK CENTRAL SCHOOL DISTRICT,New York,21057,818,8385,11854,19326
SCHOHARIE CENTRAL SCHOOL DISTRICT,New York,20381,623,11085,8673,19314
SCHROON LAKE CENTRAL SCHOOL DISTRICT,New York,7387,199,1146,6042,6385
SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,New York,33108,936,17127,15045,31494
SCIO CENTRAL SCHOOL DISTRICT,New York,9641,448,7399,1794,9622
SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,New York,47886,1449,21069,25368,47944
NORTH SHORE CENTRAL SCHOOL DISTRICT,New York,97961,1131,10785,86045,90171
SEAFORD UNION FREE SCHOOL DISTRICT,New York,61234,779,17902,42553,60034
SENECA FALLS CENTRAL SCHOOL DISTRICT,New York,27133,892,13850,12391,27247
SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,New York,169126,4132,46194,118800,170791
SHARON SPRINGS CENTRAL SCHOOL DISTRICT,New York,8627,290,5558,2779,8007
SHELTER ISLAND UNION FREE SCHOOL DISTRICT,New York,10023,91,836,9096,10031
SHENENDEHOWA CENTRAL SCHOOL DISTRICT,New York,158900,3618,52786,102496,152656
SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,New York,31420,1548,23387,6485,29284
SHERMAN CENTRAL SCHOOL DISTRICT,New York,9818,768,6839,2211,9828
SHERRILL CITY SCHOOL DISTRICT,New York,33116,1325,19972,11819,31064
SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,New York,69757,612,21381,47764,63804
SIDNEY CENTRAL SCHOOL DISTRICT,New York,24306,1148,17019,6139,24112
SILVER CREEK CENTRAL SCHOOL DISTRICT,New York,22643,997,16281,5365,26789
SKANEATELES CENTRAL SCHOOL DISTRICT,New York,30951,485,7824,22642,27391
CHEEKTOWAGA-SLOAN UNION FREE SCHOOL DISTRICT,New York,32406,1162,18744,12500,29474
SMITHTOWN CENTRAL SCHOOL DISTRICT,New York,229440,3333,63665,162442,222166
SODUS CENTRAL SCHOOL DISTRICT,New York,26741,2358,16512,7871,25982
SOLVAY UNION FREE SCHOOL DISTRICT,New York,30407,1116,16013,13278,29800
SOMERS CENTRAL SCHOOL DISTRICT,New York,85113,1442,19368,64303,81861
SOUTH COLONIE CENTRAL SCHOOL DISTRICT,New York,96426,3215,29086,64125,92909
SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,New York,53845,2437,26832,24576,52401
SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,New York,150322,5066,42437,102819,143359
SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,New York,8625,333,4222,4070,8089
SOUTH LEWIS CENTRAL SCHOOL DISTRICT,New York,25815,862,16966,7987,23596
SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,New York,87117,1325,18012,67780,82028
SOUTHAMPTON UNION FREE SCHOOL DISTRICT,New York,64370,1079,7884,55407,65129
SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,New York,16962,607,9074,7281,16589
SOUTHOLD UNION FREE SCHOOL DISTRICT,New York,27968,409,3150,24409,27348
SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,New York,25512,878,13976,10658,23032
SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,New York,21033,758,14180,6095,18315
SPENCERPORT CENTRAL SCHOOL DISTRICT,New York,72321,2223,35381,34717,71212
EAST RAMAPO CENTRAL SCHOOL DISTRICT (SPRING VALLEY),New York,230691,23396,78860,128435,226475
SPRINGS UNION FREE SCHOOL DISTRICT,New York,25065,281,1856,22928,23898
BRASHER FALLS CENTRAL SCHOOL DISTRICT,New York,20191,1129,15393,3669,24435
GREENBURGH-NORTH CASTLE UNION FREE SCHOOL DISTRICT,New York,29175,281,48,28846,24946
SAINT REGIS FALLS CENTRAL SCHOOL DISTRICT,New York,7963,347,5075,2541,7438
STAMFORD CENTRAL SCHOOL DISTRICT,New York,9769,412,5889,3468,8999
STARPOINT CENTRAL SCHOOL DISTRICT,New York,46879,1252,22862,22765,42406
STILLWATER CENTRAL SCHOOL DISTRICT,New York,22509,559,11441,10509,20220
STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,New York,10312,431,7850,2031,8934
THREE VILLAGE CENTRAL SCHOOL DISTRICT,New York,184267,2185,51106,130976,178750
RAMAPO CENTRAL SCHOOL DISTRICT (SUFFERN),New York,127523,1776,30943,94804,118657
SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,New York,36903,1433,20785,14685,35540
SWEET HOME CENTRAL SCHOOL DISTRICT,New York,70168,2679,24833,42656,70267
SYOSSET CENTRAL SCHOOL DISTRICT,New York,205874,1824,23605,180445,205423
SYRACUSE CITY SCHOOL DISTRICT,New York,450356,68667,310941,70748,426681
TACONIC HILLS CENTRAL SCHOOL DISTRICT,New York,37030,1347,11726,23957,32476
UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,New York,71118,1977,17377,51764,65182
TICONDEROGA CENTRAL SCHOOL DISTRICT,New York,19912,867,7391,11654,18039
TIOGA CENTRAL SCHOOL DISTRICT,New York,16995,871,13232,2892,16481
TONAWANDA CITY SCHOOL DISTRICT,New York,30811,1361,18684,10766,35391
TOWN OF WEBB UNION FREE SCHOOL DISTRICT,New York,7394,191,1024,6179,7379
TRI-VALLEY CENTRAL SCHOOL DISTRICT,New York,31082,843,9652,20587,29923
TROY CITY SCHOOL DISTRICT,New York,104801,9060,58839,36902,103853
TRUMANSBURG CENTRAL SCHOOL DISTRICT,New York,23537,684,13494,9359,25398
TUCKAHOE UNION FREE SCHOOL DISTRICT,New York,30790,462,5619,24709,29530
TUCKAHOE COMMON SCHOOL DISTRICT,New York,18036,313,1342,16381,17727
TULLY CENTRAL SCHOOL DISTRICT,New York,18534,450,9536,8548,20324
TUPPER LAKE CENTRAL SCHOOL DISTRICT,New York,17165,628,8977,7560,15581
TUXEDO UNION FREE SCHOOL DISTRICT,New York,16152,300,1328,14524,15733
OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,New York,21580,908,14537,6135,21018
UNION SPRINGS CENTRAL SCHOOL DISTRICT,New York,18183,1448,9157,7578,16883
UNIONDALE UNION FREE SCHOOL DISTRICT,New York,173759,6499,40631,126629,177970
UTICA CITY SCHOOL DISTRICT,New York,164995,17324,113806,33865,178765
VALHALLA UNION FREE SCHOOL DISTRICT,New York,46155,523,8611,37021,46438
VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT,New York,43904,755,15428,27721,44007
VALLEY STREAM 24 UNION FREE SCHOOL DISTRICT,New York,26389,610,7386,18393,28349
VALLEY STREAM 30 UNION FREE SCHOOL DISTRICT,New York,33672,591,8110,24971,32286
VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,New York,107006,2465,28233,76308,102355
VESTAL CENTRAL SCHOOL DISTRICT,New York,71578,1625,28001,41952,66015
VICTOR CENTRAL SCHOOL DISTRICT,New York,60441,1667,21838,36936,68115
VOORHEESVILLE CENTRAL SCHOOL DISTRICT,New York,22540,437,6740,15363,21461
WAINSCOTT COMMON SCHOOL DISTRICT,New York,2861,59,26,2776,2334
WALLKILL CENTRAL SCHOOL DISTRICT,New York,66448,1864,29524,35060,64604
WALTON CENTRAL SCHOOL DISTRICT,New York,20096,1268,12697,6131,23116
WANTAGH UNION FREE SCHOOL DISTRICT,New York,73765,948,23570,49247,70793
WAPPINGERS CENTRAL SCHOOL DISTRICT,New York,209963,5516,62432,142015,216271
WARRENSBURG CENTRAL SCHOOL DISTRICT,New York,20073,834,11511,7728,19802
WARSAW CENTRAL SCHOOL DISTRICT,New York,19109,800,12157,6152,17034
WARWICK VALLEY CENTRAL SCHOOL DISTRICT,New York,82228,1161,27957,53110,82900
WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,New York,85616,2045,33736,49835,82140
WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,New York,17513,575,7686,9252,16733
WATERTOWN CITY SCHOOL DISTRICT,New York,63720,5833,40941,16946,62763
WATERVILLE CENTRAL SCHOOL DISTRICT,New York,16164,655,11276,4233,15470
WATERVLIET CITY SCHOOL DISTRICT,New York,25486,1591,17261,6634,35435
WATKINS GLEN CENTRAL SCHOOL DISTRICT,New York,25511,1252,14565,9694,36880
WAVERLY CENTRAL SCHOOL DISTRICT,New York,27137,1297,19645,6195,32212
WAYNE CENTRAL SCHOOL DISTRICT,New York,42401,1377,16880,24144,53433
WEBSTER CENTRAL SCHOOL DISTRICT,New York,154640,3983,55704,94953,144786
NORTHEAST CENTRAL SCHOOL DISTRICT,New York,19213,535,6534,12144,18023
WEEDSPORT CENTRAL SCHOOL DISTRICT,New York,17204,533,10036,6635,15779
WELLS CENTRAL SCHOOL DISTRICT,New York,5375,159,1232,3984,4799
WELLSVILLE CENTRAL SCHOOL DISTRICT,New York,27060,1287,18665,7108,23758
WEST BABYLON UNION FREE SCHOOL DISTRICT,New York,99297,2662,37319,59316,98773
WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,New York,15749,438,10800,4511,15272
WEST GENESEE CENTRAL SCHOOL DISTRICT,New York,77015,2261,37214,37540,75658
WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,New York,56617,1227,14214,41176,58425
WEST ISLIP UNION FREE SCHOOL DISTRICT,New York,115662,2013,41153,72496,110138
WEST SENECA CENTRAL SCHOOL DISTRICT,New York,111188,4444,50982,55762,106038
WEST VALLEY CENTRAL SCHOOL DISTRICT,New York,8536,277,5114,3145,7449
MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,New York,24686,724,18540,5422,22604
WESTBURY UNION FREE SCHOOL DISTRICT,New York,120275,5086,43532,71657,116646
WESTFIELD CENTRAL SCHOOL DISTRICT,New York,14701,464,9316,4921,13955
WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,New York,51844,643,2452,48749,49797
WESTMORELAND CENTRAL SCHOOL DISTRICT,New York,18782,430,11567,6785,21462
WESTPORT CENTRAL SCHOOL DISTRICT,New York,5931,259,2416,3256,5631
WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT,New York,16892,672,7811,8409,15898
WHEELERVILLE UNION FREE SCHOOL DISTRICT,New York,3841,157,1642,2042,3708
WHITE PLAINS CITY SCHOOL DISTRICT,New York,205842,5355,35921,164566,198805
WHITEHALL CENTRAL SCHOOL DISTRICT,New York,13936,770,8248,4918,13189
WHITESBORO CENTRAL SCHOOL DISTRICT,New York,56581,1909,29876,24796,56954
